iter	RMSE
277	6.009941375
278	6.004002669
279	5.998194367
280	5.993225094
281	5.987343967
282	5.981623489
283	5.975422921
284	5.969607895
285	5.964910695
286	5.959629925
287	5.954621546
288	5.94885662
289	5.943291429
290	5.938269216
291	5.933658337
292	5.928183691
293	5.924065334
294	5.918459326
295	5.913535208
296	5.908068514
297	5.903304979
298	5.898062754
299	5.892512346
300	5.888529666
301	5.883927629
302	5.877649522
303	5.873203029
304	5.869287127
305	5.8653826
306	5.860513827
307	5.856702919
308	5.852069687
309	5.848653725
310	5.84296714
311	5.838244071
312	5.833329244
313	5.829685183
314	5.824596853
315	5.820042334
316	5.816440045
317	5.813785163
318	5.809158834
319	5.806027908
320	5.80183698
321	5.797977028
322	5.793650305
323	5.789251046
324	5.786464217
325	5.782363761
326	5.777537905
327	5.773428849
328	5.768650092
329	5.764413814
330	5.760475928
331	5.754905145
332	5.750523643
333	5.74617325
334	5.742090773
335	5.739046947
336	5.735622734
337	5.731583292
338	5.728877301
339	5.726790243
340	5.722234518
341	5.719427248
342	5.715996405
343	5.712722986
344	5.709740712
345	5.705606942
346	5.701428258
347	5.697712433
348	5.69384863
349	5.689942576
350	5.686237892
351	5.683507675
352	5.680617478
353	5.676749431
354	5.674339768
355	5.671159419
356	5.667937168
357	5.664743345
358	5.662393165
359	5.658960115
360	5.655494385
361	5.653004379
362	5.650192487
363	5.646400804
364	5.643742717
365	5.640160616
366	5.636944099
367	5.63347508
368	5.630686559
369	5.627976343
370	5.625480655
371	5.622619928
372	5.619775578
373	5.615709689
374	5.613522472
375	5.610861679
376	5.607541493
377	5.604940278
378	5.601610911
379	5.599330058
380	5.597137692
381	5.594446238
382	5.593240112
383	5.590939946
384	5.587373149
385	5.584590493
386	5.581706145
387	5.578277991
388	5.576498149
389	5.57361452
390	5.570642985
391	5.568492243
392	5.566540636
393	5.563099385
394	5.560168483
395	5.558300836
396	5.556034872
397	5.554176063
398	5.551915768
399	5.548961191
400	5.546841647
401	5.54481727
402	5.542736734
403	5.539741945
404	5.537501702
405	5.535822737
406	5.533829147
407	5.531553823
408	5.529644402
409	5.527559974
410	5.525771962
411	5.523556894
412	5.520599542
413	5.519257778
414	5.51782671
415	5.515466588
416	5.514022008
417	5.51200922
418	5.510490651
419	5.508209624
420	5.505019146
421	5.503304832
422	5.500679589
423	5.498974421
424	5.496935617
425	5.494590978
426	5.492411662
427	5.490462028
428	5.488330259
429	5.485446136
430	5.483598482
431	5.481371171
432	5.479497198
433	5.478029456
434	5.475634863
435	5.473781485
436	5.472733633
437	5.471138727
438	5.469038762
439	5.467628768
440	5.466088085
441	5.464432586
442	5.463083604
443	5.461572847
444	5.459869601
445	5.458506279
446	5.456309425
447	5.454698987
448	5.453626483
449	5.45196176
450	5.450601424
451	5.44909097
452	5.44674738
453	5.445426583
454	5.443863667
455	5.442371977
456	5.440454095
457	5.438399145
458	5.43687
459	5.43424348
460	5.432977753
461	5.431328127
462	5.428900191
463	5.426881213
464	5.425440358
465	5.424055771
466	5.422200532
467	5.419997054
468	5.417512537
469	5.41613671
470	5.414363615
471	5.412917384
472	5.411971984
473	5.410577025
474	5.408472089
475	5.406828862
476	5.405368955
477	5.404423768
478	5.402750174
479	5.401241835
480	5.399706747
481	5.397661869
482	5.396307654
483	5.394118732
484	5.392445864
485	5.391296006
486	5.389819732
487	5.388316674
488	5.387336246
489	5.385980262
490	5.385124574
491	5.383639904
492	5.381976425
493	5.380691505
494	5.379851734
495	5.378838506
496	5.377038157
497	5.376136592
498	5.375392402
499	5.37361544
500	5.371795213
501	5.370141271
502	5.368994293
503	5.367936966
504	5.366370708
505	5.364802237
506	5.363156931
507	5.361425788
508	5.359644753
509	5.358234948
510	5.356098738
511	5.354856568
512	5.353784645
513	5.352492504
514	5.351655538
515	5.350589873
516	5.349298203
517	5.348109926
518	5.347235014
519	5.346362989
520	5.344566721
521	5.343040381
522	5.341206442
523	5.340571165
524	5.339657238
525	5.337935582
526	5.336130832
527	5.335363039
528	5.334350697
529	5.332660309
530	5.330922589
531	5.330189807
532	5.328172485
533	5.327453073
534	5.326072794
535	5.325217304
536	5.324029088
537	5.322805787
538	5.321901564
539	5.321215223
540	5.320246378
541	5.319506927
542	5.318357712
543	5.317022426
544	5.316055496
545	5.314990404
546	5.314260405
547	5.312964266
548	5.31180007
549	5.310840092
550	5.309780681
551	5.30869463
552	5.307644191
553	5.306646603
554	5.306144056
555	5.305404048
556	5.304297715
557	5.30255964
558	5.301438868
559	5.300453102
560	5.298933006
561	5.298132174
562	5.297072223
563	5.295687435
564	5.294722072
565	5.294179595
566	5.293085177
567	5.291966058
568	5.291349243
569	5.290487755
570	5.289382134
571	5.288663012
572	5.28699008
573	5.285767126
574	5.285030794
575	5.284502658
576	5.283505518
577	5.282240408
578	5.281705169
579	5.280887851
580	5.279711195
581	5.278705624
582	5.278121398
583	5.277054248
584	5.275297404
585	5.274400098
586	5.273178935
587	5.272043116
588	5.271379805
589	5.270612457
590	5.269547053
591	5.268786048
592	5.267458871
593	5.266545867
594	5.266101141
595	5.264845433
596	5.264019891
597	5.263251191
598	5.262637213
599	5.262010409
600	5.261368374
601	5.260242331
602	5.25918726
603	5.258929001
604	5.258263978
605	5.257582887
606	5.25662468
607	5.255900321
608	5.255130688
609	5.254501299
610	5.253807854
611	5.253211247
612	5.252265943
613	5.25087111
614	5.250052857
615	5.248839358
616	5.248240904
617	5.247764346
618	5.246843226
619	5.245845584
620	5.244993428
621	5.244055006
622	5.243225955
623	5.242517563
624	5.242087089
625	5.240789909
626	5.239151882
627	5.238163054
628	5.237385736
629	5.23685276
630	5.236161838
631	5.235353021
632	5.234575012
633	5.233769417
634	5.233050095
635	5.23136911
636	5.230927906
637	5.229815492
638	5.229070012
639	5.228563346
640	5.228176801
641	5.227160665
642	5.226620853
643	5.225613973
644	5.224964797
645	5.224285497
646	5.223757241
647	5.222967458
648	5.222327569
649	5.221574686
650	5.221070493
651	5.220131817
652	5.218798175
653	5.21846739
654	5.217588162
655	5.216918757
656	5.216131016
657	5.215866398
658	5.214574385
659	5.213392027
660	5.211897648
661	5.210857976
662	5.209931517
663	5.209389277
664	5.208077201
665	5.207603267
666	5.206870092
667	5.206393992
668	5.205687317
669	5.204441447
670	5.20389444
671	5.202863027
672	5.20222723
673	5.201794656
674	5.200655229
675	5.199026404
676	5.198585457
677	5.197825671
678	5.197154749
679	5.196361699
680	5.195738635
681	5.195162882
682	5.194636038
683	5.193926093
684	5.193686578
685	5.19285724
686	5.19128603
687	5.190844437
688	5.190117124
689	5.189536759
690	5.189169835
691	5.187614059
692	5.186873206
693	5.186221379
694	5.1852208
695	5.184157297
696	5.183508114
697	5.182998738
698	5.182425094
699	5.181867401
700	5.180846504
701	5.18001946
702	5.179067179
703	5.178545664
704	5.177866877
705	5.177064063
706	5.176419785
707	5.17562769
708	5.17484851
709	5.174748995
710	5.174047305
711	5.173485161
712	5.173005432
713	5.172592551
714	5.171817483
715	5.170526755
716	5.170134798
717	5.169537209
718	5.168152748
719	5.167636459
720	5.166620339
721	5.16600358
722	5.165205989
723	5.164623983
724	5.163929589
725	5.163461583
726	5.162954905
727	5.161492501
728	5.160964566
729	5.160228169
730	5.159696109
731	5.159086799
732	5.158710501
733	5.157946748
734	5.157524349
735	5.156658697
736	5.156087388
737	5.155281869
738	5.15432292
739	5.15329925
740	5.152698518
741	5.152398297
742	5.151664618
743	5.151429264
744	5.150359066
745	5.149563293
746	5.148829953
747	5.147491882
748	5.147058866
749	5.14669178
750	5.146429923
751	5.145979006
752	5.145205958
753	5.144664981
754	5.143955677
755	5.14298148
756	5.142368578
757	5.141980404
758	5.140953728
759	5.139936913
760	5.139348716
761	5.138155134
762	5.137706433
763	5.136961392
764	5.13661217
765	5.136180583
766	5.135887231
767	5.135417121
768	5.134930313
769	5.134517761
770	5.133928886
771	5.133125016
772	5.13295782
773	5.13212863
774	5.131056968
775	5.129850619
776	5.12953667
777	5.129149676
778	5.128746479
779	5.12736956
780	5.127014774
781	5.126427411
782	5.125065707
783	5.124427537
784	5.124040567
785	5.122814634
786	5.121825245
787	5.121490054
788	5.121002914
789	5.120253832
790	5.119955727
791	5.119528585
792	5.118788354
793	5.11762868
794	5.116983485
795	5.116363262
796	5.115758827
797	5.115357419
798	5.11423522
799	5.113874149
800	5.113379375
801	5.112950793
802	5.111829365
803	5.11120271
804	5.110785701
805	5.110518142
806	5.110194701
807	5.109510657
808	5.108398982
809	5.107944789
810	5.107354907
811	5.106321826
812	5.105924831
813	5.105661493
814	5.105355419
815	5.104860505
816	5.104516183
817	5.103698917
818	5.103233407
819	5.102858604
820	5.102210517
821	5.101882702
822	5.101387057
823	5.101067284
824	5.100802609
825	5.100106931
826	5.099416108
827	5.099083175
828	5.098005352
829	5.097284813
830	5.096162808
831	5.095727975
832	5.095115628
833	5.094381423
834	5.09383869
835	5.093514665
836	5.09298026
837	5.092784545
838	5.092357165
839	5.092015004
840	5.091523572
841	5.09094442
842	5.09064753
843	5.089895982
844	5.089422477
845	5.088637918
846	5.087396241
847	5.086761793
848	5.086440968
849	5.086088651
850	5.085729332
851	5.085016927
852	5.084281087
853	5.08374285
854	5.083366002
855	5.082500997
856	5.081965395
857	5.08183547
858	5.081490464
859	5.080966217
860	5.080718861
861	5.08021471
862	5.079294064
863	5.078313998
864	5.077509246
865	5.07719522
866	5.076561005
867	5.076083766
868	5.075027556
869	5.074386855
870	5.073805194
871	5.073297913
872	5.073026515
873	5.072862045
874	5.072758287
875	5.071678656
876	5.071164497
877	5.07070075
878	5.070274229
879	5.069885723
880	5.068943658
881	5.068563244
882	5.067764224
883	5.06721521
884	5.066763738
885	5.06603373
886	5.065984625
887	5.065345883
888	5.064941679
889	5.064360247
890	5.063962038
891	5.063485329
892	5.063067657
893	5.062593379
894	5.061629202
895	5.061507816
896	5.061169765
897	5.060832755
898	5.060018008
899	5.059439165
900	5.058911656
901	5.058454062
902	5.058029939
903	5.057433096
904	5.056845189
905	5.056554706
906	5.056182376
907	5.055779766
908	5.0554971
909	5.055101105
910	5.054813408
911	5.05457352
912	5.054148777
913	5.053549437
914	5.052926329
915	5.052507061
916	5.052037378
917	5.05109236
918	5.050645045
919	5.049430215
920	5.049230064
921	5.048950879
922	5.048782844
923	5.048288702
924	5.047951142
925	5.047709857
926	5.047257853
927	5.046337758
928	5.045548793
929	5.044779872
930	5.044335512
931	5.043963384
932	5.043545969
933	5.043335117
934	5.042804293
935	5.042434795
936	5.042036783
937	5.041251675
938	5.040941406
939	5.039877931
940	5.039622887
941	5.039223043
942	5.038813587
943	5.038608346
944	5.0380596
945	5.037756315
946	5.037299245
947	5.03704287
948	5.036788239
949	5.036493557
950	5.036317862
951	5.03534286
952	5.034591065
953	5.034073256
954	5.033352262
955	5.033032289
956	5.032303476
957	5.031716422
958	5.030756779
959	5.030267855
960	5.029547095
961	5.028600926
962	5.027865701
963	5.027387731
964	5.027097486
965	5.026163623
966	5.025496296
967	5.024921038
968	5.024607723
969	5.024277733
970	5.023824332
971	5.023554113
972	5.023124881
973	5.022318593
974	5.021995066
975	5.021341313
976	5.020614117
977	5.020335872
978	5.020061265
979	5.019314427
980	5.018930625
981	5.01851763
982	5.017789183
983	5.017380696
984	5.017148077
985	5.016684627
986	5.016004106
987	5.015584023
988	5.014319916
989	5.01405289
990	5.013586428
991	5.012749647
992	5.012190764
993	5.011456651
994	5.011383575
995	5.010901708
996	5.010190088
997	5.009716718
998	5.009216138
999	5.008517806
