iter	Passed	Remaining
190	1616	15308
191	1626	15319
192	1636	15325
193	1647	15335
194	1657	15339
195	1667	15348
196	1677	15354
197	1687	15360
198	1697	15366
199	1708	15374
200	1720	15396
201	1730	15407
202	1741	15412
203	1751	15416
204	1761	15420
205	1771	15426
206	1781	15432
207	1791	15436
208	1801	15441
209	1812	15446
210	1822	15451
211	1832	15455
212	1843	15466
213	1853	15471
214	1864	15475
215	1874	15480
216	1884	15484
217	1894	15488
218	1905	15494
219	1917	15514
220	1929	15530
221	1939	15536
222	1949	15538
223	1960	15540
224	1970	15542
225	1980	15544
226	1990	15545
227	2000	15544
228	2009	15542
229	2020	15546
230	2030	15552
231	2040	15551
232	2050	15552
233	2060	15553
234	2061	15484
235	2071	15485
236	2081	15485
237	2091	15486
238	2102	15489
239	2112	15493
240	2122	15495
241	2134	15504
242	2145	15515
243	2155	15515
244	2166	15516
245	2176	15517
246	2186	15518
247	2196	15519
248	2207	15521
249	2217	15524
250	2228	15527
251	2239	15532
252	2249	15532
253	2260	15536
254	2270	15537
255	2281	15541
256	2292	15545
257	2303	15552
258	2314	15555
259	2319	15526
260	2331	15533
261	2342	15541
262	2353	15540
263	2353	15478
264	2363	15476
265	2374	15476
266	2384	15477
267	2394	15476
268	2404	15474
269	2414	15472
270	2425	15475
271	2435	15472
272	2445	15469
273	2455	15466
274	2456	15406
275	2465	15403
276	2476	15403
277	2486	15401
278	2496	15398
279	2506	15394
280	2515	15391
281	2526	15394
282	2538	15404
283	2563	15491
284	2574	15493
285	2584	15490
286	2594	15486
287	2604	15483
288	2614	15480
289	2624	15477
290	2636	15481
291	2647	15488
292	2658	15485
293	2667	15480
294	2677	15477
295	2688	15475
296	2698	15473
297	2711	15485
298	2722	15489
299	2732	15484
300	2742	15481
301	2753	15484
302	2771	15524
303	2787	15552
304	2800	15562
305	2813	15575
306	2824	15576
307	2834	15572
308	2836	15522
309	2846	15516
310	2856	15511
311	2866	15510
312	2876	15505
313	2886	15500
314	2897	15500
315	2908	15498
316	2918	15494
317	2928	15490
318	2939	15489
319	2949	15484
320	2960	15483
321	2971	15483
322	2981	15478
323	2991	15477
324	3002	15472
325	3012	15467
326	3022	15463
327	3032	15457
328	3042	15451
329	3052	15446
330	3063	15445
331	3073	15439
332	3074	15388
333	3084	15383
334	3094	15377
335	3104	15372
336	3114	15366
337	3123	15361
338	3134	15356
339	3144	15354
340	3156	15355
341	3162	15329
342	3174	15336
343	3186	15340
344	3197	15339
345	3207	15335
346	3219	15336
347	3230	15334
348	3241	15336
349	3251	15330
350	3262	15326
351	3272	15320
352	3283	15317
353	3295	15321
354	3295	15272
355	3305	15265
356	3316	15261
357	3326	15256
358	3336	15251
359	3346	15245
360	3356	15239
361	3366	15234
362	3376	15227
363	3387	15224
364	3398	15222
365	3408	15218
366	3418	15211
367	3428	15204
368	3438	15197
369	3448	15192
370	3458	15185
371	3468	15178
372	3478	15172
373	3488	15166
374	3498	15159
375	3508	15152
376	3518	15145
377	3528	15140
378	3539	15138
379	3549	15133
380	3560	15127
381	3569	15120
382	3580	15115
383	3590	15111
384	3602	15110
385	3612	15105
386	3622	15098
387	3632	15092
388	3643	15087
389	3653	15080
390	3663	15074
391	3674	15072
392	3685	15070
393	3696	15065
394	3706	15061
395	3717	15059
396	3728	15053
397	3738	15049
398	3748	15041
399	3758	15035
400	3768	15027
401	3779	15024
402	3790	15020
403	3800	15015
404	3812	15015
405	3844	15095
406	3861	15114
407	3872	15109
408	3883	15106
409	3894	15101
410	3904	15094
411	3914	15086
412	3923	15078
413	3933	15069
414	3943	15061
415	3953	15055
416	3964	15048
417	3969	15021
418	3979	15015
419	3989	15008
420	3999	15000
421	4009	14993
422	4020	14989
423	4031	14985
424	4041	14976
425	4051	14968
426	4061	14961
427	4062	14920
428	4072	14912
429	4082	14904
430	4092	14898
431	4103	14892
432	4113	14885
433	4123	14877
434	4133	14870
435	4143	14862
436	4154	14859
437	4165	14853
438	4176	14850
439	4188	14850
440	4198	14843
441	4211	14844
442	4222	14839
443	4228	14817
444	4238	14811
445	4248	14803
446	4259	14799
447	4260	14760
448	4270	14752
449	4280	14743
450	4290	14734
451	4299	14725
452	4309	14717
453	4319	14709
454	4329	14702
455	4339	14693
456	4349	14684
457	4359	14677
458	4369	14669
459	4379	14662
460	4389	14654
461	4400	14648
462	4410	14641
463	4412	14606
464	4423	14601
465	4434	14596
466	4444	14590
467	4447	14559
468	4458	14553
469	4469	14548
470	4479	14542
471	4490	14537
472	4530	14627
473	4545	14635
474	4566	14660
475	4576	14652
476	4586	14643
477	4597	14638
478	4608	14632
479	4618	14624
480	4628	14617
481	4633	14593
482	4643	14584
483	4653	14575
484	4663	14565
485	4673	14557
486	4683	14549
487	4693	14541
488	4703	14532
489	4713	14524
490	4723	14516
491	4733	14507
492	4742	14497
493	4752	14489
494	4763	14483
495	4773	14474
496	4783	14465
497	4793	14457
498	4794	14421
499	4805	14417
500	4816	14412
501	4827	14405
502	4837	14398
503	4847	14389
504	4857	14380
505	4867	14372
506	4878	14365
507	4889	14359
508	4899	14353
509	4910	14346
510	4921	14340
511	4931	14331
512	4941	14324
513	4951	14316
514	4962	14308
515	4972	14300
516	4982	14292
517	4993	14285
518	5003	14278
519	5015	14273
520	5042	14314
521	5053	14307
522	5063	14298
523	5073	14290
524	5083	14281
525	5093	14273
526	5103	14264
527	5113	14254
528	5123	14246
529	5134	14239
530	5144	14231
531	5154	14223
532	5164	14215
533	5175	14208
534	5185	14199
535	5187	14168
536	5198	14162
537	5208	14154
538	5219	14146
539	5222	14119
540	5233	14114
541	5244	14107
542	5254	14098
543	5264	14089
544	5274	14082
545	5285	14074
546	5295	14065
547	5305	14058
548	5315	14049
549	5327	14044
550	5338	14039
551	5348	14031
552	5358	14022
553	5368	14013
554	5369	13980
555	5380	13973
556	5381	13941
557	5392	13936
558	5403	13929
559	5414	13924
560	5427	13922
561	5439	13917
562	5450	13911
563	5461	13906
564	5472	13900
565	5484	13895
566	5495	13889
567	5506	13882
568	5518	13877
569	5529	13871
570	5541	13867
571	5552	13862
572	5564	13857
573	5576	13853
574	5587	13846
575	5598	13840
576	5609	13834
577	5621	13829
578	5634	13828
579	5645	13821
580	5656	13815
581	5667	13807
582	5668	13776
583	5678	13769
584	5688	13760
585	5699	13753
586	5709	13743
587	5719	13735
588	5729	13725
589	5739	13716
590	5749	13707
591	5759	13698
592	5762	13672
593	5773	13664
594	5783	13657
595	5795	13651
596	5807	13648
597	5818	13642
598	5831	13639
599	5843	13635
600	5854	13628
601	5866	13623
602	5878	13619
603	5890	13614
604	5903	13613
605	5915	13608
606	5927	13602
607	5929	13576
608	5941	13570
609	5952	13564
610	5964	13559
611	5965	13529
612	5967	13501
613	5978	13496
614	5991	13492
615	6001	13484
616	6013	13478
617	6025	13473
618	6036	13467
619	6047	13461
620	6059	13455
621	6069	13447
622	6080	13440
623	6091	13431
624	6102	13424
625	6113	13417
626	6124	13410
627	6135	13403
628	6145	13395
629	6157	13390
630	6168	13383
631	6179	13376
632	6190	13368
633	6200	13360
634	6211	13352
635	6222	13345
636	6234	13339
637	6261	13366
638	6275	13365
639	6286	13358
640	6297	13350
641	6307	13342
642	6318	13334
643	6329	13327
644	6340	13319
645	6350	13310
646	6356	13291
647	6367	13285
648	6378	13276
649	6389	13270
650	6400	13263
651	6411	13255
652	6422	13248
653	6432	13239
654	6444	13232
655	6455	13226
656	6466	13217
657	6476	13209
658	6486	13199
659	6488	13172
660	6498	13164
661	6509	13156
662	6519	13148
663	6531	13140
664	6541	13131
665	6552	13124
666	6563	13117
667	6574	13108
668	6584	13101
669	6595	13092
670	6605	13083
671	6616	13075
672	6627	13067
673	6638	13060
674	6650	13053
675	6661	13047
676	6672	13039
677	6682	13030
678	6693	13021
679	6703	13012
680	6713	13003
681	6724	12995
682	6735	12987
683	6745	12977
684	6755	12967
685	6764	12958
686	6775	12948
687	6785	12939
688	6795	12931
689	6806	12922
690	6816	12913
691	6818	12887
692	6829	12880
693	6840	12873
694	6853	12868
695	6865	12862
696	6866	12835
697	6877	12828
698	6888	12820
699	6890	12795
700	6900	12787
701	6912	12780
702	6923	12772
703	6934	12765
704	6945	12758
705	6949	12736
706	6950	12710
707	6963	12706
708	6974	12700
709	6987	12696
710	6999	12689
711	7011	12683
712	7022	12676
713	7035	12670
714	7046	12664
715	7059	12659
716	7070	12652
717	7081	12644
718	7092	12636
719	7103	12628
720	7114	12620
721	7125	12613
722	7136	12605
723	7147	12597
724	7158	12589
725	7160	12564
726	7170	12556
727	7180	12546
728	7191	12537
729	7200	12527
730	7211	12518
731	7221	12509
732	7231	12500
733	7242	12491
734	7253	12483
735	7264	12475
736	7275	12467
737	7286	12459
738	7297	12451
739	7308	12444
740	7319	12436
741	7330	12428
742	7342	12421
743	7352	12412
744	7364	12406
745	7375	12397
746	7386	12389
747	7397	12381
748	7408	12373
749	7419	12365
750	7430	12357
751	7441	12349
752	7452	12340
753	7463	12333
754	7464	12309
755	7476	12303
756	7488	12295
757	7498	12286
758	7509	12277
759	7510	12253
760	7520	12244
761	7531	12235
762	7541	12226
763	7552	12218
764	7562	12209
765	7566	12188
766	7567	12164
767	7577	12155
768	7587	12146
769	7597	12136
770	7608	12127
771	7618	12118
772	7628	12109
773	7639	12100
774	7640	12076
775	7650	12067
776	7661	12058
777	7672	12050
778	7682	12041
779	7692	12031
780	7694	12009
781	7704	11999
782	7714	11990
783	7724	11980
784	7734	11970
785	7745	11962
786	7755	11952
787	7765	11943
788	7775	11934
789	7785	11924
790	7787	11902
791	7797	11892
792	7807	11883
793	7817	11874
794	7827	11864
795	7828	11841
796	7839	11833
797	7849	11824
798	7861	11817
799	7873	11810
800	7883	11801
801	7894	11792
802	7904	11783
803	7915	11774
804	7926	11766
805	7937	11758
806	7948	11749
807	7959	11741
808	7970	11733
809	7981	11725
810	7991	11716
811	8002	11708
812	8013	11699
813	8024	11691
814	8035	11683
815	8045	11674
816	8058	11667
817	8069	11660
818	8080	11652
819	8091	11643
820	8102	11636
821	8114	11628
822	8125	11620
823	8137	11613
824	8147	11604
825	8158	11596
826	8169	11587
827	8180	11579
828	8191	11570
829	8201	11561
830	8212	11553
831	8223	11544
832	8234	11536
833	8245	11528
834	8257	11521
835	8269	11514
836	8280	11505
837	8290	11496
838	8301	11488
839	8312	11478
840	8322	11469
841	8333	11460
842	8334	11438
843	8343	11428
844	8353	11418
845	8363	11408
846	8373	11398
847	8383	11388
848	8393	11378
849	8403	11369
850	8413	11359
851	8423	11349
852	8433	11340
853	8443	11330
854	8453	11320
855	8463	11310
856	8474	11302
857	8484	11293
858	8494	11283
859	8504	11273
860	8514	11264
861	8525	11255
862	8536	11246
863	8546	11237
864	8558	11230
865	8569	11222
866	8573	11203
867	8584	11195
868	8595	11186
869	8605	11177
870	8616	11169
871	8628	11161
872	8639	11152
873	8650	11144
874	8661	11135
875	8693	11155
876	8706	11148
877	8717	11140
878	8729	11132
879	8741	11125
880	8753	11118
881	8754	11097
882	8765	11088
883	8776	11079
884	8787	11071
885	8798	11062
886	8809	11054
887	8820	11046
888	8831	11037
889	8842	11028
890	8853	11019
891	8854	10998
892	8866	10991
893	8878	10984
894	8890	10976
895	8893	10958
896	8904	10949
897	8916	10941
898	8926	10932
899	8938	10924
900	8948	10915
901	8959	10906
902	8970	10898
903	8982	10889
904	8992	10880
905	9003	10871
906	9014	10862
907	9025	10853
908	9035	10844
909	9046	10836
910	9057	10827
911	9068	10818
912	9080	10811
913	9092	10804
914	9105	10797
915	9107	10777
916	9118	10768
917	9129	10759
918	9140	10751
919	9152	10744
920	9163	10735
921	9174	10726
922	9185	10718
923	9196	10709
924	9207	10700
925	9217	10690
926	9228	10681
927	9238	10671
928	9248	10661
929	9259	10652
930	9269	10643
931	9280	10634
932	9291	10625
933	9300	10615
934	9311	10605
935	9321	10596
936	9331	10586
937	9342	10577
938	9352	10568
939	9363	10558
940	9373	10549
941	9374	10529
942	9376	10509
943	9386	10500
944	9396	10490
945	9406	10480
946	9411	10465
947	9422	10455
948	9432	10446
949	9442	10436
950	9453	10427
951	9464	10418
952	9474	10409
953	9486	10401
954	9488	10382
955	9499	10373
956	9510	10364
957	9521	10356
958	9531	10346
959	9542	10337
960	9552	10328
961	9564	10320
962	9575	10310
963	9585	10301
964	9596	10292
965	9606	10283
966	9618	10274
967	9628	10265
968	9638	10255
969	9649	10246
970	9660	10237
971	9672	10229
972	9684	10221
973	9695	10213
974	9708	10206
975	9720	10198
976	9732	10190
977	9742	10181
978	9753	10172
979	9764	10162
980	9767	10145
981	9777	10136
982	9779	10117
983	9789	10108
984	9800	10099
985	9811	10089
986	9821	10080
987	9832	10071
988	9844	10063
989	9855	10055
990	9856	10035
991	9868	10027
992	9878	10018
993	9889	10008
994	9899	9999
995	9901	9980
996	9912	9971
997	9938	9978
998	9949	9969
999	9959	9959
1000	9969	9949
1001	9979	9939
1002	9989	9929
1003	9999	9920
1004	10010	9910
1005	10020	9900
1006	10030	9890
1007	10031	9872
1008	10041	9862
1009	10051	9852
1010	10061	9842
1011	10071	9832
1012	10082	9823
1013	10092	9813
1014	10102	9803
1015	10113	9795
1016	10123	9785
1017	10134	9775
1018	10144	9765
1019	10154	9756
1020	10164	9746
1021	10174	9736
1022	10184	9726
1023	10186	9708
1024	10196	9698
1025	10206	9689
1026	10216	9679
1027	10226	9669
1028	10236	9659
1029	10246	9649
1030	10247	9631
1031	10257	9621
1032	10258	9602
1033	10268	9592
1034	10278	9583
1035	10288	9573
1036	10298	9563
1037	10308	9553
1038	10319	9544
1039	10330	9535
1040	10331	9517
1041	10341	9507
1042	10351	9497
1043	10361	9487
1044	10371	9477
1045	10380	9467
1046	10391	9458
1047	10401	9448
1048	10411	9438
1049	10423	9430
1050	10433	9420
1051	10443	9410
1052	10453	9400
1053	10463	9391
1054	10473	9381
1055	10484	9372
1056	10494	9362
1057	10504	9353
1058	10515	9343
1059	10526	9334
1060	10538	9326
1061	10549	9317
1062	10559	9307
1063	10570	9298
1064	10580	9289
1065	10591	9280
1066	10601	9270
1067	10611	9260
1068	10621	9250
1069	10631	9240
1070	10641	9230
1071	10651	9221
1072	10662	9211
1073	10671	9201
1074	10682	9191
1075	10691	9181
1076	10702	9172
1077	10713	9162
1078	10724	9153
1079	10738	9147
1080	10749	9138
1081	10759	9129
1082	10770	9119
1083	10781	9110
1084	10791	9100
1085	10802	9091
1086	10812	9081
1087	10822	9071
1088	10832	9062
1089	10843	9052
1090	10853	9043
1091	10864	9033
1092	10873	9023
1093	10884	9014
1094	10895	9004
1095	10905	8995
1096	10916	8985
1097	10928	8977
1098	10941	8970
1099	10952	8961
1100	10963	8952
1101	10974	8943
1102	10986	8934
1103	10997	8925
1104	11009	8917
1105	11020	8908
1106	11030	8898
1107	11041	8889
1108	11052	8879
1109	11062	8870
1110	11073	8860
1111	11084	8851
1112	11095	8842
1113	11105	8832
1114	11116	8823
1115	11126	8813
1116	11137	8804
1117	11138	8787
1118	11166	8791
1119	11178	8783
1120	11188	8773
1121	11199	8763
1122	11209	8753
1123	11218	8743
1124	11229	8733
1125	11239	8723
1126	11249	8713
1127	11259	8704
1128	11260	8687
1129	11270	8677
1130	11280	8667
1131	11290	8657
1132	11299	8647
1133	11309	8637
1134	11319	8626
1135	11330	8617
1136	11340	8607
1137	11350	8597
1138	11361	8588
1139	11371	8578
1140	11381	8568
1141	11391	8558
1142	11401	8548
1143	11411	8538
1144	11422	8529
1145	11425	8513
1146	11435	8504
1147	11445	8494
1148	11455	8484
1149	11465	8474
1150	11475	8464
1151	11485	8454
1152	11495	8444
1153	11505	8434
1154	11514	8424
1155	11525	8414
1156	11535	8404
1157	11545	8394
1158	11555	8384
1159	11566	8375
1160	11578	8367
1161	11589	8358
1162	11599	8348
1163	11609	8338
1164	11619	8328
1165	11629	8318
1166	11640	8308
1167	11650	8298
1168	11660	8288
1169	11670	8279
1170	11680	8269
1171	11691	8259
1172	11701	8249
1173	11712	8240
1174	11722	8230
1175	11732	8221
1176	11742	8211
1177	11752	8201
1178	11764	8191
1179	11774	8181
1180	11785	8172
1181	11795	8162
1182	11805	8152
1183	11815	8143
1184	11825	8133
1185	11835	8123
1186	11845	8113
1187	11855	8103
1188	11865	8093
1189	11875	8083
1190	11886	8073
1191	11896	8063
1192	11906	8053
1193	11916	8044
1194	11927	8034
1195	11939	8026
1196	11950	8016
1197	11961	8007
1198	11973	7999
1199	11985	7990
1200	11997	7981
1201	12010	7973
1202	12021	7964
1203	12033	7955
1204	12044	7946
1205	12056	7937
1206	12067	7928
1207	12079	7919
1208	12090	7910
1209	12101	7901
1210	12112	7891
1211	12125	7883
1212	12135	7873
1213	12145	7863
1214	12155	7853
1215	12165	7843
1216	12175	7833
1217	12176	7817
1218	12187	7808
1219	12197	7798
1220	12208	7789
1221	12218	7779
1222	12228	7769
1223	12238	7759
1224	12248	7749
1225	12258	7739
1226	12268	7729
1227	12278	7719
1228	12288	7709
1229	12298	7698
1230	12308	7689
1231	12318	7679
1232	12328	7669
1233	12339	7659
1234	12350	7650
1235	12360	7640
1236	12372	7631
1237	12383	7622
1238	12416	7626
1239	12430	7618
1240	12441	7609
1241	12453	7600
1242	12465	7591
1243	12476	7582
1244	12489	7574
1245	12502	7565
1246	12516	7558
1247	12529	7549
1248	12541	7540
1249	12552	7531
1250	12565	7523
1251	12577	7514
1252	12589	7505
1253	12600	7496
1254	12612	7487
1255	12624	7478
1256	12635	7468
1257	12647	7459
1258	12651	7445
1259	12663	7437
1260	12675	7428
1261	12676	7412
1262	12688	7403
1263	12699	7394
1264	12711	7385
1265	12722	7376
1266	12735	7367
1267	12746	7358
1268	12758	7349
1269	12770	7340
1270	12782	7331
1271	12795	7323
1272	12808	7314
1273	12821	7306
1274	12822	7291
1275	12834	7282
1276	12845	7272
1277	12857	7263
1278	12868	7254
1279	12879	7244
1280	12890	7235
1281	12902	7226
1282	12912	7216
1283	12923	7206
1284	12934	7196
1285	12944	7186
1286	12945	7171
1287	12955	7161
1288	12966	7151
1289	12976	7142
1290	12987	7132
1291	12998	7123
1292	13009	7113
1293	13021	7104
1294	13032	7094
1295	13042	7084
1296	13053	7075
1297	13063	7065
1298	13073	7055
1299	13083	7045
1300	13094	7035
1301	13104	7025
1302	13114	7015
1303	13117	7001
1304	13128	6991
1305	13138	6981
1306	13149	6971
1307	13159	6961
1308	13169	6951
1309	13179	6941
1310	13189	6931
1311	13194	6919
1312	13205	6909
1313	13217	6900
1314	13228	6890
1315	13238	6880
1316	13249	6871
1317	13259	6861
1318	13270	6851
1319	13280	6841
1320	13291	6831
1321	13301	6821
1322	13312	6811
1323	13322	6801
1324	13333	6792
1325	13343	6782
1326	13353	6772
1327	13363	6762
1328	13373	6752
1329	13383	6742
1330	13394	6732
1331	13404	6722
1332	13414	6712
1333	13425	6702
1334	13452	6701
1335	13463	6691
1336	13474	6681
1337	13484	6671
1338	13494	6661
1339	13505	6651
1340	13515	6641
1341	13525	6631
1342	13535	6621
1343	13546	6611
1344	13556	6601
1345	13566	6591
1346	13576	6581
1347	13587	6571
1348	13598	6562
1349	13608	6552
1350	13618	6542
1351	13629	6532
1352	13640	6522
1353	13653	6514
1354	13664	6504
1355	13677	6495
1356	13688	6486
1357	13699	6476
1358	13711	6467
1359	13722	6457
1360	13732	6447
1361	13743	6437
1362	13744	6423
1363	13754	6413
1364	13765	6403
1365	13776	6393
1366	13786	6383
1367	13797	6374
1368	13807	6364
1369	13817	6354
1370	13828	6344
1371	13839	6334
1372	13850	6325
1373	13861	6315
1374	13871	6305
1375	13881	6295
1376	13891	6285
1377	13901	6274
1378	13912	6265
1379	13922	6255
1380	13932	6245
1381	13942	6234
1382	13952	6224
1383	13963	6214
1384	13973	6204
1385	13983	6194
1386	13994	6184
1387	14004	6174
1388	14014	6164
1389	14026	6155
1390	14036	6145
1391	14047	6135
1392	14058	6125
1393	14069	6116
1394	14079	6106
1395	14090	6096
1396	14100	6086
1397	14110	6076
1398	14120	6066
1399	14131	6056
1400	14141	6046
1401	14151	6036
1402	14161	6026
1403	14171	6015
1404	14181	6005
1405	14191	5995
1406	14202	5985
1407	14212	5975
1408	14223	5965
1409	14233	5955
1410	14244	5945
1411	14254	5936
1412	14265	5926
1413	14276	5916
1414	14287	5906
1415	14297	5896
1416	14307	5886
1417	14317	5876
1418	14327	5866
1419	14337	5856
1420	14348	5846
1421	14358	5836
1422	14368	5826
1423	14379	5816
1424	14389	5806
1425	14399	5796
1426	14408	5785
1427	14418	5775
1428	14428	5765
1429	14438	5755
1430	14448	5745
1431	14458	5734
1432	14468	5724
1433	14495	5721
1434	14507	5712
1435	14518	5702
1436	14528	5692
1437	14540	5682
1438	14551	5672
1439	14562	5663
1440	14572	5653
1441	14583	5643
