iter	RMSE
431	1.701124782
432	1.699418997
433	1.698319564
434	1.6969801
435	1.6912554
436	1.685296871
437	1.682647603
438	1.679681185
439	1.675154651
440	1.67169933
441	1.668147052
442	1.666212962
443	1.665223507
444	1.657270588
445	1.652319446
446	1.649329623
447	1.649263171
448	1.644448248
449	1.638832976
450	1.636879987
451	1.634581897
452	1.629255904
453	1.625726765
454	1.622300493
455	1.621471386
456	1.619216958
457	1.614310717
458	1.610668996
459	1.608877181
460	1.602229328
461	1.599780579
462	1.593169422
463	1.592868492
464	1.587321594
465	1.583432299
466	1.578343344
467	1.577660259
468	1.573484714
469	1.566293812
470	1.562015049
471	1.554568739
472	1.549532961
473	1.546270822
474	1.54423123
475	1.542366105
476	1.537867101
477	1.535055329
478	1.527967754
479	1.526595392
480	1.52258173
481	1.521800232
482	1.519995074
483	1.518192208
484	1.515333942
485	1.51307176
486	1.508507195
487	1.503888965
488	1.501145229
489	1.498616463
490	1.491415818
491	1.487296066
492	1.480680358
493	1.479430966
494	1.472714298
495	1.468056766
496	1.466247754
497	1.462294288
498	1.462237814
499	1.457194132
500	1.455050949
501	1.448133176
502	1.444396289
503	1.442772176
504	1.438234522
505	1.434801168
506	1.433648161
507	1.430716934
508	1.428581265
509	1.42716823
510	1.423899692
511	1.420435155
512	1.420109105
513	1.415086505
514	1.412922897
515	1.406711032
516	1.402472443
517	1.400341688
518	1.397158179
519	1.395468755
520	1.389801508
521	1.384782663
522	1.380714867
523	1.378044143
524	1.374297666
525	1.371092286
526	1.369115359
527	1.362269384
528	1.360486288
529	1.357119279
530	1.351387574
531	1.349050262
532	1.343703494
533	1.340180389
534	1.335296165
535	1.335058198
536	1.332929736
537	1.330197773
538	1.324554835
539	1.322930916
540	1.320170925
541	1.318208533
542	1.313475455
543	1.311370718
544	1.308887059
545	1.303449
546	1.302154242
547	1.300604467
548	1.298165364
549	1.296977067
550	1.292744305
551	1.290604858
552	1.28522819
553	1.280084438
554	1.279953042
555	1.276611796
556	1.276473626
557	1.274663963
558	1.273855196
559	1.270267432
560	1.265210119
561	1.261216431
562	1.258955023
563	1.255537132
564	1.253796192
565	1.250994115
566	1.248636061
567	1.246253042
568	1.242882828
569	1.240764091
570	1.23922227
571	1.238015554
572	1.236297593
573	1.234909658
574	1.232314585
575	1.229102837
576	1.225052704
577	1.223645822
578	1.221270993
579	1.219983392
580	1.217970792
581	1.21426055
582	1.214154841
583	1.212573073
584	1.210397707
585	1.206703228
586	1.203816913
587	1.199581337
588	1.19547791
589	1.193976777
590	1.19230395
591	1.189445821
592	1.1889915
593	1.187104214
594	1.184452103
595	1.180916633
596	1.178797898
597	1.173590607
598	1.170555136
599	1.169686658
600	1.165763033
601	1.162896222
602	1.159832836
603	1.156712072
604	1.154016741
605	1.149702152
606	1.148150648
607	1.147970839
608	1.147058443
609	1.144068705
610	1.141697655
611	1.141597747
612	1.141317625
613	1.138770414
614	1.134994704
615	1.131487126
616	1.130017113
617	1.127385704
618	1.124830657
619	1.121638639
620	1.119144215
621	1.115233714
622	1.114171529
623	1.11019907
624	1.107952544
625	1.105101299
626	1.101696984
627	1.099963931
628	1.098690734
629	1.096116366
630	1.093460335
631	1.092238359
632	1.090471642
633	1.089437243
634	1.086839568
635	1.085496088
636	1.084963247
637	1.080749439
638	1.078339334
639	1.076369331
640	1.074287695
641	1.071429995
642	1.068589352
643	1.066781147
644	1.062080409
645	1.059211398
646	1.058788339
647	1.054867341
648	1.052794236
649	1.0521455
650	1.04850457
651	1.047336723
652	1.044614449
653	1.042003534
654	1.037866811
655	1.03481039
656	1.03206023
657	1.030464993
658	1.027937057
659	1.02736975
660	1.026466797
661	1.024125712
662	1.022852399
663	1.019971838
664	1.019060565
665	1.015194089
666	1.012293696
667	1.011209334
668	1.009186003
669	1.007874096
670	1.005761727
671	1.004687953
672	1.003709984
673	1.002734601
674	1.002360573
675	1.000895702
676	0.9986387924
677	0.996450043
678	0.993996431
679	0.9912253702
680	0.9903482421
681	0.9888777079
682	0.9873917711
683	0.9858293492
684	0.9845636042
685	0.9834414422
686	0.9824219218
687	0.9812656727
688	0.9784748828
689	0.9747646132
690	0.9707340601
691	0.9703705078
692	0.9694174331
693	0.9679724972
694	0.967086772
695	0.9659752908
696	0.9656360092
697	0.9642166607
698	0.9615518481
699	0.961055269
700	0.9598460908
701	0.9572731916
702	0.9542130651
703	0.9505042521
704	0.9490105803
705	0.9488231536
706	0.9488027334
707	0.9464201053
708	0.9427034487
709	0.9415991518
710	0.9390741034
711	0.93700117
712	0.9334517229
713	0.9315907082
714	0.930651337
715	0.9281182963
716	0.9273914887
717	0.9264006356
718	0.9259226924
719	0.9241177125
720	0.9224791149
721	0.9199212352
722	0.9191853516
723	0.9169984457
724	0.9134136743
725	0.9131015314
726	0.9114484521
727	0.9095587846
728	0.9062102373
729	0.9036894253
730	0.9024670333
731	0.8998719975
732	0.8985384596
733	0.8961156915
734	0.8933075074
735	0.8907695457
736	0.889565657
737	0.886756747
738	0.8837996333
739	0.8828285751
740	0.881681507
741	0.879048382
742	0.8771151254
743	0.8746025321
744	0.874204015
745	0.8708379785
746	0.8686603359
747	0.8651458973
748	0.8636606941
749	0.8622056586
750	0.8600025598
751	0.857839453
752	0.8569180901
753	0.8546682729
754	0.854604879
755	0.8532381793
756	0.8525274648
757	0.8502310138
758	0.8476339358
759	0.8475729541
760	0.8449832394
761	0.8444395242
762	0.8419587954
763	0.8396735483
764	0.8371704808
765	0.836972293
766	0.8368848447
767	0.8344933262
768	0.8325302055
769	0.8315896727
770	0.8293149522
771	0.8273919078
772	0.8265127882
773	0.8243677076
774	0.8243160694
775	0.8236765483
776	0.8225723105
777	0.8204534788
778	0.8184710463
779	0.8163670245
780	0.8162713027
781	0.8154332601
782	0.8134823069
783	0.8122387656
784	0.812019306
785	0.8093911335
786	0.8083725396
787	0.805480168
788	0.803217638
789	0.8017050931
790	0.8012280558
791	0.8001546902
792	0.7984243092
793	0.796381339
794	0.7956015945
795	0.7955705604
796	0.7934623413
797	0.79116498
798	0.788877593
799	0.7866552409
800	0.784245188
801	0.7823131728
802	0.7803605387
803	0.7796831958
804	0.7787237659
805	0.7766166169
806	0.7749044914
807	0.7727961355
808	0.7708288902
809	0.7701385012
810	0.768050517
811	0.7657625367
812	0.7638176533
813	0.7620063319
814	0.7609101863
815	0.7604396186
816	0.7588576875
817	0.7579652868
818	0.7577054451
819	0.7561250601
820	0.7552555371
821	0.7548600403
822	0.7534174215
823	0.7515285729
824	0.7498726463
825	0.7485204159
826	0.7476504501
827	0.7466055597
828	0.7450049855
829	0.7440808608
830	0.7429363491
831	0.7411227289
832	0.7404535455
833	0.7399887418
834	0.7379114095
835	0.736065945
836	0.734477311
837	0.7336026938
838	0.7326902411
839	0.7319196878
840	0.7310840171
841	0.7294405418
842	0.7294056379
843	0.7290470765
844	0.7287091719
845	0.7274697427
846	0.7252936403
847	0.724730408
848	0.7238740685
849	0.7224866311
850	0.7216853384
851	0.7197815123
852	0.7182566602
853	0.7167075077
854	0.7164584864
855	0.7158995914
856	0.7149048431
857	0.7135266478
858	0.7120755578
859	0.7103809307
860	0.7095549657
861	0.7077975667
862	0.7070172763
863	0.7047310224
864	0.7027215362
865	0.7013860123
866	0.7012602509
867	0.7005836806
868	0.6986786226
869	0.6975370097
870	0.6959269134
871	0.6955482708
872	0.6944424874
873	0.6925576702
874	0.6919394095
875	0.690689148
876	0.6896812133
877	0.6887213486
878	0.6872452371
879	0.6857408779
880	0.6844248677
881	0.6844090664
882	0.6836998086
883	0.6815536637
884	0.6803920486
885	0.6799554172
886	0.6789110347
887	0.6774746396
888	0.6769980007
889	0.6756849241
890	0.6746176649
891	0.6743213188
892	0.6729464827
893	0.6715720623
894	0.6703965372
895	0.6702839427
896	0.668859022
897	0.6676939547
898	0.6669433331
899	0.6654391833
900	0.6647776888
901	0.6637410787
902	0.6626249415
903	0.662188183
904	0.6604306079
905	0.6597881347
906	0.6586132918
907	0.6570186075
908	0.6552612734
909	0.655036244
910	0.6534200139
911	0.6514811706
912	0.6501999153
913	0.6488479559
914	0.6478517022
915	0.6478032957
916	0.6467898246
917	0.6453954432
918	0.644372632
919	0.6428312011
920	0.6414220745
921	0.6407818341
922	0.6392787871
923	0.6380352792
924	0.6367266453
925	0.6353716692
926	0.6346710787
927	0.6343583421
928	0.6337114253
929	0.6325724047
930	0.6321681315
931	0.6310508099
932	0.6292595918
933	0.6279350945
934	0.6269089646
935	0.6260701655
936	0.6257353785
937	0.6245323592
938	0.6234416327
939	0.622033003
940	0.6210594038
941	0.6210282971
942	0.6208575938
943	0.619656437
944	0.6185904797
945	0.6175966493
946	0.6169828633
947	0.6157262107
948	0.6144050417
949	0.613399508
950	0.6126744074
951	0.6114503851
952	0.6108606043
953	0.6096827681
954	0.6096532057
955	0.6085664669
956	0.6079114318
957	0.606779004
958	0.6060116459
959	0.6049275071
960	0.6039614635
961	0.6029869287
962	0.6026287034
963	0.6013047009
964	0.6007878722
965	0.5999482508
966	0.5995303166
967	0.5992797312
968	0.5974595059
969	0.5963602106
970	0.5957464861
971	0.5948219079
972	0.5941903637
973	0.5934311428
974	0.5931305842
975	0.5927666126
976	0.591087126
977	0.5901699904
978	0.5887934666
979	0.5885111842
980	0.5881449723
981	0.5871875155
982	0.5871586396
983	0.5865056839
984	0.5849593982
985	0.5839684268
986	0.5837920113
987	0.5832053133
988	0.581970524
989	0.5814697293
990	0.5814408475
991	0.5811669601
992	0.5796283026
993	0.5787924558
994	0.5778894198
995	0.5778061134
996	0.577232157
997	0.5767878868
998	0.5766663693
999	0.5764578276
1000	0.5751654967
1001	0.5742578299
1002	0.5732733064
1003	0.5728525988
1004	0.5722329595
1005	0.5714756381
1006	0.5702212065
1007	0.5701962168
1008	0.56881783
1009	0.5678977767
1010	0.5674279727
1011	0.5666614424
1012	0.5662457779
1013	0.565957743
1014	0.5656495369
1015	0.5646689539
1016	0.5635827525
1017	0.5628076762
1018	0.5618652521
1019	0.5610956277
1020	0.5602121255
1021	0.5594621326
1022	0.5584136617
1023	0.5583468214
1024	0.5573498078
1025	0.556556597
1026	0.5562211486
1027	0.5550551974
1028	0.5543664253
1029	0.5535018416
1030	0.5533489887
1031	0.5529904147
1032	0.5528454412
1033	0.552563715
1034	0.5522242337
1035	0.5515478281
1036	0.5513804841
1037	0.5504508888
1038	0.5501679468
1039	0.5495842856
1040	0.5494475644
1041	0.549126969
1042	0.5484571939
1043	0.5475627164
1044	0.546312728
1045	0.5445988617
1046	0.5440802117
1047	0.5436769295
1048	0.5421422046
1049	0.5413259084
1050	0.5406529323
1051	0.5393854594
1052	0.5387268602
1053	0.538169303
1054	0.5379198889
1055	0.537720307
1056	0.5370709475
1057	0.5356091115
1058	0.5346517025
1059	0.5336558076
1060	0.5332278906
1061	0.5325158532
1062	0.532052677
1063	0.5309798042
1064	0.5305696143
1065	0.5300832694
1066	0.5292232029
1067	0.5289900099
1068	0.5286058489
1069	0.5283406813
1070	0.5279806768
1071	0.5276153406
1072	0.5262456681
1073	0.5253259842
1074	0.5244814818
1075	0.524065725
1076	0.5237101249
1077	0.5231979179
1078	0.5228876625
1079	0.5220379052
1080	0.5209312556
1081	0.5203588214
1082	0.5189959572
1083	0.5175157874
1084	0.5168335951
1085	0.5162937664
1086	0.5158837221
1087	0.5156150163
1088	0.5150710471
1089	0.5139200568
1090	0.5132018801
1091	0.5125023634
1092	0.5122503948
1093	0.5120106095
1094	0.5110679078
1095	0.5106868824
1096	0.5100275677
1097	0.5098392981
1098	0.509503256
1099	0.5092324832
1100	0.5089093732
1101	0.5080834673
1102	0.5077690944
1103	0.5065251821
1104	0.5061177457
1105	0.5051994141
1106	0.5049952361
1107	0.5043598429
1108	0.503164918
1109	0.5029246757
1110	0.5019736595
1111	0.5013973936
1112	0.5010965189
1113	0.5002967066
1114	0.499756722
1115	0.4992204118
1116	0.4987488065
1117	0.4985928608
1118	0.4984497664
1119	0.4972913294
1120	0.4969883738
1121	0.49605975
1122	0.4958333647
1123	0.4946844786
1124	0.4942118165
1125	0.4934482259
1126	0.4923947787
1127	0.4918453476
1128	0.4918304313
1129	0.4913710375
1130	0.4912045242
1131	0.4903510602
1132	0.4892715127
1133	0.4881567155
1134	0.4878526731
1135	0.4872907895
1136	0.4870177985
1137	0.4860491547
1138	0.4853891452
1139	0.4852196049
1140	0.4850217372
1141	0.4848800073
1142	0.4846300052
1143	0.4840909715
1144	0.4835085587
1145	0.483455976
1146	0.4822785472
1147	0.4818733677
1148	0.4812810601
1149	0.4800763764
1150	0.4795217213
1151	0.4786416667
1152	0.4784625741
1153	0.4774368725
1154	0.4772843519
1155	0.4770796513
1156	0.4761820781
1157	0.4754652902
1158	0.4753127374
1159	0.4749372167
1160	0.4740208887
1161	0.4736110644
1162	0.4731225614
1163	0.4725562839
1164	0.4719181901
1165	0.4716231879
1166	0.4711257797
1167	0.4705709938
1168	0.4695436307
1169	0.4685167884
1170	0.4680307169
1171	0.4678586987
1172	0.4671731415
1173	0.4668484798
1174	0.4661599452
1175	0.4660669501
1176	0.4657013331
1177	0.464874165
1178	0.4639669461
1179	0.4631614507
1180	0.4629800159
1181	0.4627198386
1182	0.4623719278
1183	0.461746223
1184	0.4610671739
1185	0.4605820108
1186	0.4602824815
1187	0.4597488142
1188	0.458959051
1189	0.4586267926
1190	0.4575967447
1191	0.4572322057
1192	0.4565253386
1193	0.4559755969
1194	0.4551617921
1195	0.4549921207
1196	0.4547438333
1197	0.4542790149
1198	0.4539962663
1199	0.4532024441
1200	0.4524157414
1201	0.4515127708
1202	0.4511878229
1203	0.4504601826
1204	0.4501014618
1205	0.4494217852
1206	0.4490409668
1207	0.4488851085
1208	0.4483828775
1209	0.4482149042
1210	0.447529925
1211	0.4472247475
1212	0.446793624
1213	0.4462365053
1214	0.4459894191
1215	0.4454520965
1216	0.4449067763
1217	0.4448868679
1218	0.4447462292
1219	0.4444395534
1220	0.4437768624
1221	0.4430886784
1222	0.4426475247
1223	0.4425471839
1224	0.4423034499
1225	0.4419325265
1226	0.4417902736
1227	0.4414590814
1228	0.4409533608
1229	0.4400195468
1230	0.4393101278
1231	0.4390292219
1232	0.4385531978
1233	0.438220193
1234	0.4376176789
1235	0.4374202102
1236	0.4370199321
1237	0.436649254
1238	0.4359953136
1239	0.4355216401
1240	0.4347426002
1241	0.4343305771
1242	0.4339350315
1243	0.4337862951
1244	0.4335500056
1245	0.4333719125
1246	0.4329781443
1247	0.4323445596
1248	0.4321283744
1249	0.4316492464
1250	0.4314847931
1251	0.4313083614
1252	0.4306876331
1253	0.4299119645
1254	0.4295350936
1255	0.4289566896
1256	0.4284517102
1257	0.4282478301
1258	0.4282098759
1259	0.4276671351
1260	0.4273577983
1261	0.4273527118
1262	0.4268734576
1263	0.4264567064
1264	0.4261188903
1265	0.4253007192
1266	0.425106607
1267	0.424740438
1268	0.4240322942
1269	0.4238682562
1270	0.4236112655
1271	0.4229266941
1272	0.4227717931
1273	0.4227034018
1274	0.4226986593
1275	0.4225122322
1276	0.4220447034
1277	0.421622309
1278	0.4213088135
1279	0.4206271719
1280	0.420272637
1281	0.4199562685
1282	0.419320678
1283	0.4188487571
1284	0.4183695091
1285	0.4182012096
1286	0.4181977098
1287	0.4178313971
1288	0.4175141052
1289	0.4172966111
1290	0.4170844748
1291	0.4167427981
1292	0.4159060782
1293	0.4155802469
1294	0.4149957127
1295	0.4144695456
1296	0.4142969015
1297	0.4135261651
1298	0.4131590666
1299	0.4126097427
1300	0.4119053633
1301	0.4117394859
1302	0.4113472735
1303	0.4112375614
1304	0.4109015522
1305	0.4105703396
1306	0.4101780284
1307	0.4098040004
1308	0.4092682159
1309	0.4087808966
1310	0.4085412754
1311	0.4083324523
1312	0.4078094664
1313	0.4076497015
1314	0.4071452989
1315	0.4066620558
1316	0.4065285984
1317	0.4059249873
1318	0.4057423079
1319	0.4051887587
1320	0.4046476687
1321	0.4041611378
1322	0.4040573846
1323	0.4037970013
1324	0.4035115388
1325	0.4031560289
1326	0.4027847353
1327	0.4025984297
1328	0.4022720925
1329	0.4019280231
1330	0.4015370819
1331	0.4014066639
1332	0.4011759164
1333	0.4007381494
1334	0.4005645155
1335	0.4004015797
1336	0.4001231732
1337	0.3998737691
1338	0.3997851267
1339	0.3995402906
1340	0.3993032116
1341	0.3991413215
1342	0.3989393215
1343	0.3986064095
1344	0.3984378584
1345	0.3981045247
1346	0.3978397088
1347	0.3977561109
1348	0.3976507171
1349	0.3974939789
1350	0.397301675
1351	0.3970567589
1352	0.3967517323
1353	0.3965570955
1354	0.3960273227
1355	0.3959196215
1356	0.3956394043
1357	0.3952384908
1358	0.3949715217
1359	0.3948069641
1360	0.3944101535
1361	0.3938159148
1362	0.3938092957
1363	0.3933901866
1364	0.3929452221
1365	0.3927813541
1366	0.3926498444
1367	0.3924299495
1368	0.3917913849
1369	0.3914231954
1370	0.3910245404
1371	0.3905993433
1372	0.3902116054
1373	0.3897732421
1374	0.3896923975
1375	0.3894421755
1376	0.3892866375
1377	0.3890394145
1378	0.3886166821
1379	0.38831902
1380	0.3880575478
1381	0.3877915383
1382	0.3876108698
1383	0.3873761751
1384	0.3870703885
1385	0.3869820608
1386	0.3868594125
1387	0.3865989411
1388	0.3861598086
1389	0.3857117044
1390	0.3855912917
1391	0.3854085294
1392	0.3851236445
1393	0.3848986521
1394	0.3847008697
1395	0.3844705022
1396	0.3841762295
1397	0.383892235
1398	0.3836651443
1399	0.3834754485
1400	0.3833565271
1401	0.3831323176
1402	0.3829818846
1403	0.3826098093
1404	0.3822493478
1405	0.3820889626
1406	0.3818985815
1407	0.3816613796
1408	0.3812564052
1409	0.3808995696
1410	0.3805022151
1411	0.3803441845
1412	0.3802398561
1413	0.3800501322
1414	0.379875307
1415	0.3796871029
1416	0.3793955058
1417	0.3791394239
1418	0.378858069
1419	0.3785462123
1420	0.3784278145
1421	0.3783888036
1422	0.3781132342
1423	0.3779971095
1424	0.3774701528
1425	0.3774137748
1426	0.3772155033
1427	0.3769149638
1428	0.3766875181
1429	0.3765366571
1430	0.376281139
1431	0.3761123272
1432	0.3757624748
1433	0.3757071261
1434	0.3753282802
1435	0.3749672001
1436	0.3747781113
1437	0.3745857165
1438	0.3744691126
1439	0.3742076761
1440	0.3741503291
1441	0.3740198991
